classification,score,max_score,blur_score,contrast_score,brightness_score,noise_score,text_percentage,reasons,filename
clear,10,10,136.49421950262877,54.94118441759838,150.71875852964644,2.2790364029569132,99.79767924723902,[],03ea7a69-c091-4882-ba9f-65fab193ffc0_1753446466752.jpg
clear,10,10,382.55723481236754,67.87031536018813,135.12792443848682,3.267843512474328,99.8647394914756,[],03ea7a69-c091-4882-ba9f-65fab193ffc0_1753895783127.jpg
clear,7,10,41.65477459401938,47.415552408462176,150.9424095496609,1.191801854347298,99.42661092214664,[],03ea7a69-c091-4882-ba9f-65fab193ffc0_1753953527841.jpg
clear,10,10,750.4551914901964,96.74608505859922,110.50523974539662,4.360445843752695,99.77382904357731,[],03ea7a69-c091-4882-ba9f-65fab193ffc0_1753959530626.jpg
clear,10,10,927.6379198733941,96.45371497546788,108.4387401613809,4.889407890349795,99.77982850161669,[],03ea7a69-c091-4882-ba9f-65fab193ffc0_1753959629301.jpg
clear,10,10,1505.8208215040902,90.48540076351175,176.53428787670816,7.527406081845814,89.43253568814056,[],0908e4a0-225f-4df3-9340-e015092101b9_1754071115724.png
clear,10,10,101.26567855612119,36.383023696182434,149.57899477599634,2.392318987864676,99.27143194949612,[],09b1af20-88a9-494c-bccb-04f732450e02_1754210749918.jpg
unclear,4,10,56.28996632900238,18.951345660373917,178.5262484375,1.4949064035337503,94.32249999999999,"['Too blurry (score: 56.3, threshold: 100.0)', 'Low contrast (score: 19.0, threshold: 30.0)']",14f819cc-8570-4b78-aa92-6e1d72da3c6b_1755772194275.jpg
unclear,4,10,56.28996632900238,18.951345660373917,178.5262484375,1.4949064035337503,94.32249999999999,"['Too blurry (score: 56.3, threshold: 100.0)', 'Low contrast (score: 19.0, threshold: 30.0)']",14f819cc-8570-4b78-aa92-6e1d72da3c6b_1755772330908.jpg
unclear,4,10,42.5019401389135,16.152911895791668,192.0079592732988,1.2388817381311494,99.40116108851085,"['Too blurry (score: 42.5, threshold: 100.0)', 'Low contrast (score: 16.2, threshold: 30.0)']",14f819cc-8570-4b78-aa92-6e1d72da3c6b_1755773231723.jpg
unclear,4,10,44.62975752748607,13.432934439841288,191.31670857988166,1.2770078111556407,99.82064379930966,"['Too blurry (score: 44.6, threshold: 100.0)', 'Low contrast (score: 13.4, threshold: 30.0)']",14f819cc-8570-4b78-aa92-6e1d72da3c6b_1755773274721.jpg
clear,7,10,116.69337121145935,24.791784953022454,190.05340367665187,2.237030779776115,98.8696375739645,[],14f819cc-8570-4b78-aa92-6e1d72da3c6b_1755775001387.jpg
clear,7,10,78.78302764410138,36.93056993612461,177.30807168392505,1.677231773608536,99.05476069403353,[],14f819cc-8570-4b78-aa92-6e1d72da3c6b_1756374659790.jpg
clear,10,10,162.50489721776117,33.31897921529999,178.20426482371795,2.6734909237496,99.00417205991124,[],14f819cc-8570-4b78-aa92-6e1d72da3c6b_1756374693779.jpg
clear,10,10,162.50489721776117,33.31897921529999,178.20426482371795,2.6734909237496,99.00417205991124,[],14f819cc-8570-4b78-aa92-6e1d72da3c6b_1756379048064.jpg
unclear,4,10,41.97730813426927,28.0257424038981,133.89242113794566,1.5391323050028423,99.4151826252374,"['Too blurry (score: 42.0, threshold: 100.0)', 'Low contrast (score: 28.0, threshold: 30.0)']",1e2ef77c-53fd-4a48-b455-dc7499e89e91_1755163040135.jpg
clear,7,10,115.85932424772864,27.2650838360364,115.38031059118674,2.5007306490901393,98.77349008975318,[],1e2ef77c-53fd-4a48-b455-dc7499e89e91_1755179463387.jpg
clear,7,10,313.3289035245882,17.134892829602848,139.51756396090406,3.712787523345852,98.75926913746899,[],1ec00083-9567-4e16-93c4-08ff9ed0ea3e_1755884271844.jpg
clear,7,10,313.3289035245882,17.134892829602848,139.51756396090406,3.712787523345852,98.75926913746899,[],1ec00083-9567-4e16-93c4-08ff9ed0ea3e_1755906010145.jpg
clear,7,10,568.5615840474926,20.138002085855636,142.84856114066963,4.958040554128957,99.59128622986196,[],1ec00083-9567-4e16-93c4-08ff9ed0ea3e_1755958395356.jpg
clear,9,10,204.84851248384288,38.608351352455834,163.64495786243612,2.7544679940282166,0.0,[],1ec00083-9567-4e16-93c4-08ff9ed0ea3e_1756223934432.jpg
clear,7,10,147.91976423545353,29.7390118028018,136.2725774541843,2.379010552116692,99.57895467555214,[],1ec00083-9567-4e16-93c4-08ff9ed0ea3e_1756489011568.jpg
clear,10,10,174.21868107625536,51.26269132202367,125.40389747266009,2.5398930519519958,99.6984833557606,[],1ec00083-9567-4e16-93c4-08ff9ed0ea3e_1756744076063.jpg
unclear,4,10,7.590244588756076,15.525087341939333,193.6155770914397,0.5257842815961532,99.35976410505837,"['Too blurry (score: 7.6, threshold: 100.0)', 'Low contrast (score: 15.5, threshold: 30.0)']",1f29e844-a917-40e3-80d2-545ed7624e0d_1752585941953.jpg
unclear,6,10,94.93469045832283,41.307358176413096,140.96658104895874,2.3443880348924373,0.19897413481307552,"['Too blurry (score: 94.9, threshold: 100.0)', 'Low text content (percentage: 0.2%)']",20bad3c1-e38d-4ca9-9db7-ee57fab85a05_1754447857227.jpg
clear,10,10,139.82944700061014,50.29898983015131,169.32795653948307,2.358240887461487,98.18831540139203,[],2201e254-d2f1-4341-9acf-25bf04baa18f_1755756032165.jpg
clear,10,10,143.21473163430096,68.15709402965688,164.20597176949482,2.4288858712362655,98.79559342062443,[],2201e254-d2f1-4341-9acf-25bf04baa18f_1755756167882.jpg
unclear,4,10,9.821181509130236,23.86334576416722,134.1913256149127,0.7530759415857013,99.7564540873423,"['Too blurry (score: 9.8, threshold: 100.0)', 'Low contrast (score: 23.9, threshold: 30.0)']",242600b9-bbbf-44da-9d2f-7d29c6fde816_1752695120070.jpg
unclear,4,10,9.821181509130236,23.86334576416722,134.1913256149127,0.7530759415857013,99.7564540873423,"['Too blurry (score: 9.8, threshold: 100.0)', 'Low contrast (score: 23.9, threshold: 30.0)']",242600b9-bbbf-44da-9d2f-7d29c6fde816_1752696867434.jpg
clear,10,10,937.5146788990185,51.816649418198104,105.90557005476276,6.303422717188733,95.82825369582334,[],27084319-77db-41c5-95a7-23df4c8837d9_1753160863618.jpg
clear,10,10,937.5146788990185,51.816649418198104,105.90557005476276,6.303422717188733,95.82825369582334,[],27084319-77db-41c5-95a7-23df4c8837d9_1753161058047.jpg
unclear,5,10,2527.416563433037,28.61674000499156,247.19654251175234,7.70683397461543,89.35866595221536,"['Low contrast (score: 28.6, threshold: 30.0)', 'Poor brightness (score: 247.2, range: 40-220)']",2bafb81b-fd57-4255-aa5c-0afe3cd47907_1753587178406.jpg
clear,8,10,2233.108284338371,30.92261616733507,246.41675334099293,7.795787143104639,98.55022071717966,[],2bafb81b-fd57-4255-aa5c-0afe3cd47907_1753588385576.jpg
clear,10,10,1783.909699058968,30.21607899709044,151.47130035737493,8.023679803215598,72.01598711284383,[],2c3bbe50-99e5-48cd-bc70-ed02f57220be_1753419362065.jpg
clear,7,10,1678.0808847083863,22.943268312907378,153.72871404099473,6.778519679558322,99.08182704235335,[],2c3bbe50-99e5-48cd-bc70-ed02f57220be_1753420501003.jpg
clear,7,10,2412.0441550925925,26.113981676249193,153.1991338734568,8.130460484929841,98.97530864197532,[],2c3bbe50-99e5-48cd-bc70-ed02f57220be_1753421684364.jpg
clear,7,10,1303.8833892745167,28.644787548091596,151.73753780119011,6.5738842429765905,98.97466449266274,[],2c3bbe50-99e5-48cd-bc70-ed02f57220be_1753983250640.jpg
clear,7,10,108.46943406738977,27.58480860853182,140.86625992519404,1.7200091905101806,99.79175442963644,[],2d859023-334f-4097-a3ad-087d526f7e4a_1753948719979.jpg
clear,8,10,8243.703176742716,47.36040004433488,242.5064649792821,14.30711286135911,99.41299319388281,[],2ff12e85-6482-4b37-8f82-40a67ed48978_1753329913868.png
clear,8,10,1895.4728084142366,36.57170091940668,235.992135040031,8.108076142469063,99.03433303202479,[],2ff12e85-6482-4b37-8f82-40a67ed48978_1754806797767.jpeg
clear,7,10,30.303331591666403,40.34006514365051,197.53190159797668,1.1993792967337682,99.29978052775064,[],30cfbc30-4f8d-4a8c-9fcd-63378e7da013_1753177956742.jpg
clear,8,10,4925.789721761296,51.3975749738268,241.4622802587596,12.87015262645057,99.26813040585496,[],30cfbc30-4f8d-4a8c-9fcd-63378e7da013_1754110626712.png
clear,7,10,9.144012046848031,42.681865566666424,216.60493028473252,0.5828696602612731,99.52192360540549,[],30cfbc30-4f8d-4a8c-9fcd-63378e7da013_1754286265538.jpg
clear,7,10,36.96160251505404,70.68904172614157,142.42842071449198,1.23942999630168,99.50534882059821,[],30cfbc30-4f8d-4a8c-9fcd-63378e7da013_1754286287911.jpg
unclear,4,10,52.298100368521496,21.52092602385529,164.51428127288818,1.3705766429534552,99.83603159586588,"['Too blurry (score: 52.3, threshold: 100.0)', 'Low contrast (score: 21.5, threshold: 30.0)']",30cfbc30-4f8d-4a8c-9fcd-63378e7da013_1754286329395.jpg
clear,10,10,747.0674554313555,41.0693474914468,141.29041829427084,5.0204385928062045,97.289794921875,[],36cd550d-98d9-43d8-aa57-967d00fc191c_1756995643641.jpg
clear,10,10,747.0674554313555,41.0693474914468,141.29041829427084,5.0204385928062045,97.289794921875,[],36cd550d-98d9-43d8-aa57-967d00fc191c_1756995972445.jpg
clear,7,10,130.43592039284798,29.478217992146188,162.2202671823938,2.410512031364866,99.06744664011438,[],38c43893-a267-49c9-ac17-c2e0e1a37884_1753270808537.jpg
clear,7,10,21.296331426972113,63.162420144116325,149.94469065946691,0.8283768092593824,99.77402232051675,[],38c43893-a267-49c9-ac17-c2e0e1a37884_1753272103985.jpg
unclear,4,10,31.432505992996262,19.789326545974298,164.80260015649452,1.3967363258756909,99.3899191444966,"['Too blurry (score: 31.4, threshold: 100.0)', 'Low contrast (score: 19.8, threshold: 30.0)']",3d2fea76-9eb2-4c7d-899a-a1a526459546_1756230384892.jpg
unclear,4,10,30.984861116862778,21.071531240466484,162.08676306406656,1.0115641762161927,99.6567209561666,"['Too blurry (score: 31.0, threshold: 100.0)', 'Low contrast (score: 21.1, threshold: 30.0)']",3d50d355-d61e-45ea-a13f-ea4ab02f77ba_1754204261036.jpg
unclear,4,10,30.984861116862778,21.071531240466484,162.08676306406656,1.0115641762161927,99.6567209561666,"['Too blurry (score: 31.0, threshold: 100.0)', 'Low contrast (score: 21.1, threshold: 30.0)']",3d50d355-d61e-45ea-a13f-ea4ab02f77ba_1754204379944.jpg
unclear,4,10,56.112787228564144,17.28609743747953,154.41130162105523,1.252353477984001,99.75606740014793,"['Too blurry (score: 56.1, threshold: 100.0)', 'Low contrast (score: 17.3, threshold: 30.0)']",3ee14b85-bde5-4c77-93ed-7dc122c66aee_1753677182989.jpg
clear,7,10,146.78294619621872,29.216355830677553,161.0322979536024,2.45683540123659,98.74161872878159,[],3ee14b85-bde5-4c77-93ed-7dc122c66aee_1753678919610.jpg
clear,10,10,451.7154415093869,66.04923284963436,139.77817165798612,4.364636226384608,78.29551866319444,[],3ee14b85-bde5-4c77-93ed-7dc122c66aee_1754583984775.jpg
unclear,4,10,54.760956089729675,14.596141244242661,189.05649441386356,1.4423275811253828,99.01344341965674,"['Too blurry (score: 54.8, threshold: 100.0)', 'Low contrast (score: 14.6, threshold: 30.0)']",3f1646b3-7940-47e4-902a-8930b8fab04d_1754498791445.jpg
unclear,4,10,70.51110137857064,16.2227888645568,157.20248400373578,1.4762074361917366,98.77145531942593,"['Too blurry (score: 70.5, threshold: 100.0)', 'Low contrast (score: 16.2, threshold: 30.0)']",3f1646b3-7940-47e4-902a-8930b8fab04d_1754525584244.jpg
unclear,4,10,89.16433456970432,22.967270887847263,158.15038998311212,1.948256749881091,99.33308739070874,"['Too blurry (score: 89.2, threshold: 100.0)', 'Low contrast (score: 23.0, threshold: 30.0)']",3f1646b3-7940-47e4-902a-8930b8fab04d_1755112518525.jpg
unclear,4,10,99.53526481238013,27.233472315638085,158.8198410583626,2.154425282080015,98.90816745405311,"['Too blurry (score: 99.5, threshold: 100.0)', 'Low contrast (score: 27.2, threshold: 30.0)']",3f1646b3-7940-47e4-902a-8930b8fab04d_1755112544497.jpg
clear,8,10,4147.244034270951,42.507664586437045,242.44957465997172,11.22802030801458,99.56887095987909,[],401749db-3f33-49ea-9bb7-dcfc2f2cf3d2_1753364379317.jpg
clear,10,10,177.5517150531715,37.6402261809793,136.11931436567164,2.896902237899918,99.12849813432835,[],43737490-8395-44fd-96a3-b61e912f824b_1752746999486.jpg
clear,8,10,2767.433184373166,36.14076231354831,246.797824874512,9.256512249947496,99.49130879345603,[],4653ec2f-ab8b-4aa1-ba14-c47d81a70c07_1752818305643.PNG
clear,8,10,3893.6330660191343,53.30705183313157,235.58813321424014,11.732179908129151,99.62043953239564,[],4a9290be-d57e-471c-8bf0-a7f3f87acdad_1756008346330.jpg
clear,10,10,112.40629271029837,31.029912870018116,169.51134094238282,2.293374172780136,97.55206298828125,[],4b1e4f72-cd25-4fba-a34d-4b71d50cba92_1753627508129.jpg
clear,10,10,309.24856384825364,35.76277427078443,182.84433352623458,3.359987700613267,98.82197627314815,[],4cd9de65-a42c-419d-b56c-207b82061068_1752670901087.jpg
clear,7,10,1204.5577160340795,29.661212447725052,189.2513828125,5.644081751304435,98.07734375,[],4cf9dfa3-daa8-4fe6-85c3-d03fc126efa4_1752854915215.jpg
unclear,2,10,2.138745749792153,0.6844119661629847,2.1931375,0.2866125334907617,99.941675,"['Too blurry (score: 2.1, threshold: 100.0)', 'Low contrast (score: 0.7, threshold: 30.0)', 'Poor brightness (score: 2.2, range: 40-220)']",4cf9dfa3-daa8-4fe6-85c3-d03fc126efa4_1753027595792.jpg
unclear,2,10,2.7527534995086382,0.8320765732309434,2.6418805,0.320559765487351,99.94164166666667,"['Too blurry (score: 2.8, threshold: 100.0)', 'Low contrast (score: 0.8, threshold: 30.0)', 'Poor brightness (score: 2.6, range: 40-220)']",4cf9dfa3-daa8-4fe6-85c3-d03fc126efa4_1754203014493.jpg
clear,7,10,50.867486691916305,33.40902846280649,145.6466591828789,1.318218926674711,99.68868081086602,[],4d4f19a0-c37d-48eb-a39e-a6a30cb8fdf9_1752668722372.jpg
clear,7,10,115.21945389508055,28.196612734517828,144.62900286612427,2.08810059985384,99.83863412228797,[],4e03442a-e0a2-43ca-9e12-f9e9a2d46c54_1755575178700.jpg
clear,7,10,77.9652220621536,33.29831160089407,157.9480765907758,2.100763398824616,99.32462063295911,[],4e03442a-e0a2-43ca-9e12-f9e9a2d46c54_1755585690254.jpg
unclear,4,10,27.542760004575968,23.611107241151384,148.10439131335065,1.015027038274431,99.69332020057307,"['Too blurry (score: 27.5, threshold: 100.0)', 'Low contrast (score: 23.6, threshold: 30.0)']",4e03442a-e0a2-43ca-9e12-f9e9a2d46c54_1755601512656.jpg
unclear,4,10,83.81563965966765,28.578333018815705,138.09442323022958,1.9867781649803369,99.09101961096938,"['Too blurry (score: 83.8, threshold: 100.0)', 'Low contrast (score: 28.6, threshold: 30.0)']",4e03442a-e0a2-43ca-9e12-f9e9a2d46c54_1756774070507.jpg
clear,7,10,60.62149347555317,47.76622976025346,159.87107106562138,1.7401396994031348,99.70625241966705,[],4fc7da48-33ba-49f2-af32-9e47b49cfade_1754646432855.jpg
clear,10,10,1908.2200055397277,74.11072532222155,160.67815487496043,9.5597959064939,99.24867442228553,[],500e6b8c-f207-402b-86f6-740a58cee447_1752602676730.png
clear,10,10,790.6006962402919,73.82657269087717,218.43461380183604,5.8839370438514775,99.4377572016461,[],500e6b8c-f207-402b-86f6-740a58cee447_1752645278009.png
clear,10,10,790.6006962402919,73.82657269087717,218.43461380183604,5.8839370438514775,99.4377572016461,[],500e6b8c-f207-402b-86f6-740a58cee447_1752645632443.png
clear,8,10,914.5790979986632,71.28074580274429,223.75819127888573,6.237615376705209,99.2468937955049,[],500e6b8c-f207-402b-86f6-740a58cee447_1752645801457.png
clear,7,10,87.91782298704696,43.98072477833145,74.92597125771604,2.206796615020417,99.17424406828704,[],500e6b8c-f207-402b-86f6-740a58cee447_1752899487655.jpg
unclear,2,10,52.179432906143106,16.574172437572834,5.751990369321658,1.7384299041325204,99.10588502613042,"['Too blurry (score: 52.2, threshold: 100.0)', 'Low contrast (score: 16.6, threshold: 30.0)', 'Poor brightness (score: 5.8, range: 40-220)']",500e6b8c-f207-402b-86f6-740a58cee447_1754640278293.png
clear,10,10,131.5062901694958,32.05528351269129,189.89201468008537,2.6949625376141353,97.4177419403453,[],5646a7b1-a4ea-43cb-98cf-3c34af2ee882_1753025709971.jpeg
clear,10,10,1272.5334844327347,56.37945691246726,153.12703656619823,8.380274040837186,37.551362949950686,[],5646a7b1-a4ea-43cb-98cf-3c34af2ee882_1753275703061.jpg
unclear,4,10,16.63101345486111,16.63096019070534,202.7536085792824,0.9024448155916907,99.93056761188271,"['Too blurry (score: 16.6, threshold: 100.0)', 'Low contrast (score: 16.6, threshold: 30.0)']",5646a7b1-a4ea-43cb-98cf-3c34af2ee882_1756734969699.jpg
unclear,4,10,87.15690292314643,21.08876521924023,113.05833115056544,2.165362990173802,98.90909919153039,"['Too blurry (score: 87.2, threshold: 100.0)', 'Low contrast (score: 21.1, threshold: 30.0)']",57ea8bee-fb7f-4ef8-b072-30e91a510b3b_1752723604542.jpg
unclear,4,10,87.15690292314643,21.08876521924023,113.05833115056544,2.165362990173802,98.90909919153039,"['Too blurry (score: 87.2, threshold: 100.0)', 'Low contrast (score: 21.1, threshold: 30.0)']",57ea8bee-fb7f-4ef8-b072-30e91a510b3b_1752723716677.jpg
clear,10,10,1999.172257859805,46.21671708964306,188.50072804920708,9.338919171847483,99.67008220615672,[],5826ed46-b08f-4daf-be96-499553732ff0_1754793889191.jpg
unclear,4,10,9.821181509130236,23.86334576416722,134.1913256149127,0.7530759415857013,99.7564540873423,"['Too blurry (score: 9.8, threshold: 100.0)', 'Low contrast (score: 23.9, threshold: 30.0)']",59caf238-7508-4203-81c1-3ef6e9602155_1752603960703.jpg
unclear,4,10,9.821181509130236,23.86334576416722,134.1913256149127,0.7530759415857013,99.7564540873423,"['Too blurry (score: 9.8, threshold: 100.0)', 'Low contrast (score: 23.9, threshold: 30.0)']",59caf238-7508-4203-81c1-3ef6e9602155_1752603961620.jpg
unclear,4,10,9.821181509130236,23.86334576416722,134.1913256149127,0.7530759415857013,99.7564540873423,"['Too blurry (score: 9.8, threshold: 100.0)', 'Low contrast (score: 23.9, threshold: 30.0)']",59caf238-7508-4203-81c1-3ef6e9602155_1752604045503.jpg
clear,8,10,3769.039752708982,35.36702853841881,246.07612638411607,9.788420649898017,91.88430698739977,[],5b5878ce-ad1f-4b4f-9b82-470bcd22c556_1753690548695.jpg
clear,8,10,2299.8991687691164,36.53729559050584,243.5991512826262,8.66252055348698,97.45758489249857,[],5b5878ce-ad1f-4b4f-9b82-470bcd22c556_1753691096767.jpg
clear,8,10,3169.2264155879934,40.269114812246514,241.910946948873,9.657385519711188,96.73532847718526,[],5b5878ce-ad1f-4b4f-9b82-470bcd22c556_1753694844737.jpg
clear,8,10,5135.175874103316,41.48284641415494,242.56565022998487,11.316849652314668,95.72517610730483,[],5b5878ce-ad1f-4b4f-9b82-470bcd22c556_1753695028052.jpg
clear,8,10,3935.7724412763773,36.875837572065706,245.1326349360139,9.971585484586011,96.6348898769875,[],5b5878ce-ad1f-4b4f-9b82-470bcd22c556_1753695057227.jpg
